trial_id,page,term,value
KpeRPeh,__all__,static_design,0.7235805559108772
KpeRPeh,__all__,motion,0.5670655921005914
KpeRPeh,__all__,animation_judge,0.53
KpeRPeh,__all__,reward,0.6068820493371562
KpeRPeh,index,static_design,0.719200992960314
KpeRPeh,index,motion,0.5947580608241494
KpeRPeh,index,animation_judge,0.55
KpeRPeh,articles-browse-all,static_design,0.7291358693024133
KpeRPeh,articles-browse-all,motion,0.6595107617183824
KpeRPeh,articles-browse-all,animation_judge,0.45
KpeRPeh,about-our-mission,static_design,0.7041175859937743
KpeRPeh,about-our-mission,motion,0.4618081524507215
KpeRPeh,about-our-mission,animation_judge,0.55
KpeRPeh,resources-for-educators,static_design,0.7045962291546454
KpeRPeh,resources-for-educators,motion,0.6460114517750051
KpeRPeh,resources-for-educators,animation_judge,0.55
KpeRPeh,contact-get-in-touch,static_design,0.7608521021432393
KpeRPeh,contact-get-in-touch,motion,0.4732395337346983
KpeRPeh,contact-get-in-touch,animation_judge,0.55
LXPFoEr,__all__,static_design,0.7048228971860722
LXPFoEr,__all__,motion,0.575793072372906
LXPFoEr,__all__,animation_judge,0.53
LXPFoEr,__all__,reward,0.6035386565196593
LXPFoEr,index,static_design,0.6975884120741663
LXPFoEr,index,motion,0.5387847979783726
LXPFoEr,index,animation_judge,0.55
LXPFoEr,articles-browse-all,static_design,0.7014758409537514
LXPFoEr,articles-browse-all,motion,0.5395654930064804
LXPFoEr,articles-browse-all,animation_judge,0.45
LXPFoEr,about-our-mission,static_design,0.6970472962453947
LXPFoEr,about-our-mission,motion,0.8010710931167674
LXPFoEr,about-our-mission,animation_judge,0.55
LXPFoEr,resources-for-educators,static_design,0.6890289725498417
LXPFoEr,resources-for-educators,motion,0.5052062337033374
LXPFoEr,resources-for-educators,animation_judge,0.55
LXPFoEr,contact-get-in-touch,static_design,0.7389739641072062
LXPFoEr,contact-get-in-touch,motion,0.49433774405957204
LXPFoEr,contact-get-in-touch,animation_judge,0.55
QBXoSec,__all__,static_design,0.724006959318553
QBXoSec,__all__,motion,0.4294663368686087
