trial_id,page,term,value
5gDVnG7,__all__,structure,0.7936820380340066
5gDVnG7,__all__,color,0.9776017510081382
5gDVnG7,__all__,content,0.8485039153781758
5gDVnG7,__all__,design_judge,0.8285714285714286
5gDVnG7,__all__,reward,0.8620897832479374
5gDVnG7,index,structure,0.7989085785743282
5gDVnG7,index,color,0.9751127866633243
5gDVnG7,index,content,0.8692307692307693
5gDVnG7,index,design_judge,0.8500000000000001
5gDVnG7,articles,structure,0.7832339954378618
5gDVnG7,articles,color,0.9835199687441232
5gDVnG7,articles,content,0.75
5gDVnG7,articles,design_judge,0.8
5gDVnG7,topics,structure,0.7995113951269595
5gDVnG7,topics,color,0.9732851139603531
5gDVnG7,topics,content,0.8987485779294653
5gDVnG7,topics,design_judge,0.8500000000000001
5gDVnG7,featured,structure,0.794308288302665
5gDVnG7,featured,color,0.9736392739692066
5gDVnG7,featured,content,0.7343412526997839
5gDVnG7,featured,design_judge,0.8500000000000001
5gDVnG7,authors,structure,0.7719222124513687
5gDVnG7,authors,color,0.9818362342693053
5gDVnG7,authors,content,0.8610540725530459
5gDVnG7,authors,design_judge,0.8500000000000001
5gDVnG7,about,structure,0.804433732669832
5gDVnG7,about,color,0.9702644078463926
5gDVnG7,about,content,0.9323958896700919
5gDVnG7,about,design_judge,0.75
5gDVnG7,contact,structure,0.8034560636750309
5gDVnG7,contact,color,0.9855544716042617
5gDVnG7,contact,content,0.8937568455640745
5gDVnG7,contact,design_judge,0.8500000000000001
DroJgBS,__all__,structure,0.7764126111055181
DroJgBS,__all__,color,0.967731232381212
DroJgBS,__all__,content,0.6819522557640195
DroJgBS,__all__,design_judge,0.7214285714285714
DroJgBS,__all__,reward,0.7868811676698303
DroJgBS,index,structure,0.7814288369930911
DroJgBS,index,color,0.9742860515583769
DroJgBS,index,content,0.7319148936170212
DroJgBS,index,design_judge,0.725
DroJgBS,articles,structure,0.7696510544903569
DroJgBS,articles,color,0.9614570846102449
DroJgBS,articles,content,0.7844155844155845
DroJgBS,articles,design_judge,0.8
DroJgBS,topics,structure,0.7926242646255446
DroJgBS,topics,color,0.9654652821347108
DroJgBS,topics,content,0.8044009779951099
DroJgBS,topics,design_judge,0.775
DroJgBS,featured,structure,0.7824089838122745
DroJgBS,featured,color,0.9657337208960033
DroJgBS,featured,content,0.5595375722543352
DroJgBS,featured,design_judge,0.75
DroJgBS,authors,structure,0.7392418287267629
DroJgBS,authors,color,0.9677608149689791
DroJgBS,authors,content,0.5230024213075061
DroJgBS,authors,design_judge,0.6
DroJgBS,about,structure,0.7628040095798928
DroJgBS,about,color,0.9617597117579872
DroJgBS,about,content,0.46357615894039733
