trial_id,page,term,value
2ov4rmV,__all__,static_design,0.7683275130344326
2ov4rmV,__all__,motion,0.3726586585905515
2ov4rmV,__all__,animation_judge,0.53
2ov4rmV,__all__,reward,0.5569953905416614
2ov4rmV,index,static_design,0.7773008776234804
2ov4rmV,index,motion,0.4139199043256161
2ov4rmV,index,animation_judge,0.55
2ov4rmV,features,static_design,0.7268239843759724
2ov4rmV,features,motion,0.41914270150814
2ov4rmV,features,animation_judge,0.55
2ov4rmV,pricing,static_design,0.7817344404111897
2ov4rmV,pricing,motion,0.3697440864432911
2ov4rmV,pricing,animation_judge,0.55
2ov4rmV,about,static_design,0.6981000016934283
2ov4rmV,about,motion,0.5455350919122309
2ov4rmV,about,animation_judge,0.55
2ov4rmV,contact,static_design,0.8576782610680918
2ov4rmV,contact,motion,0.11495150876347941
2ov4rmV,contact,animation_judge,0.45
UX5ft9y,__all__,static_design,0.7678056259115146
UX5ft9y,__all__,motion,0.010686224786556588
UX5ft9y,__all__,animation_judge,0.53
UX5ft9y,__all__,reward,0.4361639502326904
UX5ft9y,index,static_design,0.7853929358810235
UX5ft9y,index,motion,0.010731082112213847
UX5ft9y,index,animation_judge,0.55
UX5ft9y,features,static_design,0.6779937819570897
UX5ft9y,features,motion,0.005199611409328954
UX5ft9y,features,animation_judge,0.55
UX5ft9y,pricing,static_design,0.8027118943059369
UX5ft9y,pricing,motion,0.0077268805480558075
UX5ft9y,pricing,animation_judge,0.55
UX5ft9y,about,static_design,0.7151204343733537
UX5ft9y,about,motion,0.007253774273493058
UX5ft9y,about,animation_judge,0.45
UX5ft9y,contact,static_design,0.8578090830401695
UX5ft9y,contact,motion,0.022519775589691277
UX5ft9y,contact,animation_judge,0.55
bMccsWe,__all__,static_design,0.7796313692727522
bMccsWe,__all__,motion,0.34577387425117945
bMccsWe,__all__,animation_judge,0.51
bMccsWe,__all__,reward,0.5451350811746438
bMccsWe,index,static_design,0.786709629541311
bMccsWe,index,motion,0.16319061500404225
bMccsWe,index,animation_judge,0.6499999999999999
bMccsWe,features,static_design,0.7908957453657415
bMccsWe,features,motion,0.16088206771742564
bMccsWe,features,animation_judge,0.45
bMccsWe,pricing,static_design,0.7556009606094496
bMccsWe,pricing,motion,0.15706659506128587
bMccsWe,pricing,animation_judge,0.55
bMccsWe,about,static_design,0.7247170348626045
bMccsWe,about,motion,0.3884759056086458
bMccsWe,about,animation_judge,0.45
bMccsWe,contact,static_design,0.8402334759846545
bMccsWe,contact,motion,0.8592541878644974
